Область~ТАО~Кількість виборців
Харківська область~Красноградський р-н~36035
Харківська область~Краснокутський р-н~22707
Харківська область~Куп’янський р-н~20663
Харківська область~Лозівський р-н~23887
Харківська область~Нововодолазький р-н~28885
Харківська область~Первомайський р-н~13499
Харківська область~Печенізький р-н~8210
Харківська область~Сахновщинський р-н~16786
Харківська область~Харківський р-н~145821
Харківська область~Чугуївський р-н~38223
Харківська область~Шевченківський р-н~16377
Харківська область~м.Ізюм~41998
Харківська область~м.Куп’янськ~47052
Харківська область~м.Лозова~52609
Харківська область~м.Люботин~21688
Харківська область~м.Первомайський~25630
Харківська область~м.Чугуїв~29455
Харківська область~м.Харків~1114950
Харківська область~Дзержинський р-н~166747
Харківська область~Жовтневий р-н~85160
Харківська область~Київський р-н~147881
Харківська область~Комінтернівський р-н~112255
Харківська область~Ленінський р-н~70966
Харківська область~Московський р-н~228729
Харківська область~Орджонікідзевський р-н~120359
Харківська область~Фрунзенський р-н~109582
Харківська область~Червонозаводський р-н~73271
Херсонська область~Бериславський р-н~39524
Херсонська область~Білозерський р-н~53224
Херсонська область~Великолепетиський р-н~14201
Херсонська область~Великоолександрівський р-н~20431
Херсонська область~Верхньорогачицький р-н~9110
Херсонська область~Високопільський р-н~12093
Херсонська область~Генічеський р-н~46315
Херсонська область~Голопристанський р-н~34508
Херсонська область~Горностаївський р-н~14243
Херсонська область~Іванівський р-н~11538
Херсонська область~Каланчацький р-н~18597
Херсонська область~Каховський р-н~28256
Херсонська область~Нижньосірогозький р-н~12751
Херсонська область~Нововоронцовський р-н~16905
Херсонська область~Новотроїцький р-н~29863
Херсонська область~Скадовський р-н~37690
Херсонська область~Цюрупинський р-н~55343
Херсонська область~Чаплинський р-н~27607
Херсонська область~м.Гола Пристань~13829
Херсонська область~м.Каховка~31191
Херсонська область~м.Нова Каховка~57570
Херсонська область~м.Херсон~279375
Херсонська область~Дніпровський р-н~80619
Херсонська область~Комсомольський р-н~97595
Херсонська область~Суворовський р-н~101161
Хмельницька область~Білогірський р-н~21602
Хмельницька область~Віньковецький р-н~20373
Хмельницька область~Волочиський р-н~43575
Хмельницька область~Городоцький р-н~40537
Хмельницька область~Деражнянський р-н~25586
Хмельницька область~Дунаєвецький р-н~50026
Хмельницька область~Ізяславський р-н~35240
Хмельницька область~Кам’янець-Подільський р-н~57385
Хмельницька область~Красилівський р-н~43878
Хмельницька область~Летичівський р-н~23231
Хмельницька область~Новоушицький р-н~24123
Хмельницька область~Полонський р-н~37147
Хмельницька область~Славутський р-н~24624
Хмельницька область~Старокостянтинівський р-н~24778
Хмельницька область~Старосинявський р-н~16411
Хмельницька область~Теофіпольський р-н~23262
Хмельницька область~Хмельницький р-н~42507
Хмельницька область~Чемеровецький р-н~33551
Хмельницька область~Шепетівський р-н~26670
Хмельницька область~Ярмолинецький р-н~27425
Хмельницька область~м.Кам’янець-Подільський~74154
Хмельницька область~м.Нетішин~26758
Хмельницька область~м.Славута~27274
Хмельницька область~м.Старокостянтинів~28497
Хмельницька область~м.Хмельницький~208994
Хмельницька область~м.Шепетівка~37495
Черкаська область~Городищенський р-н~33408
Черкаська область~Драбівський р-н~29021
Черкаська область~Жашківський р-н~32667
Черкаська область~Звенигородський р-н~38575
Черкаська область~Золотоніський р-н~35236
Черкаська область~Кам’янський р-н~24543
Черкаська область~Канівський р-н~16364
Черкаська область~Катеринопільський р-н~19963
Черкаська область~Корсунь-Шевченківський р-н~36519
Черкаська область~Лисянський р-н~19733
Черкаська область~Маньківський р-н~23250
