Регіон	Тип ради	Партія	Кількість голосів, поданих за партію	Кількість мандатів	Вакантні мандати
Львівська обл., Сколівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	415	0	0
Львівська обл., Сколівська районна рада	Районна рада	Українська Народна Партія	320	0	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""Воля"""	288	0	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""Сила людей"""	218	0	0
Львівська обл., Сокальська районна рада	Районна рада	політична партія Конгрес Українських Націоналістів	7971	8	0
Львівська обл., Сокальська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5283	5	0
Львівська обл., Сокальська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	4219	4	0
Львівська обл., Сокальська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3770	4	0
Львівська обл., Сокальська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3509	3	0
Львівська обл., Сокальська районна рада	Районна рада	політична партія Народний Рух України	3337	3	0
Львівська обл., Сокальська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2740	3	0
Львівська обл., Сокальська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	2714	3	0
